Symbol
IOB
IOC
IOLCP
IPCALAB
IRB
IRCON
IRCTC
IRFC
IRISDOREME
ISEC
ISFT
ISMTLTD
ITC
ITDC
ITDCEM
ITI
IVC
IVZINGOLD
IVZINNIFTY
IZMO
J&KBANK
JAGRAN
JAGSNPHARM
JAICORPLTD
JAMNAAUTO
JASH
JAYAGROGN
JAYBARMARU
JAYNECOIND
JAYSREETEA
JBCHEPHARM
JBFIND
JBMA
JCHAC
JINDALPOLY
JINDALSAW
JINDALSTEL
JINDRILL
JINDWORLD
JISLJALEQS
JKCEMENT
JKIL
JKLAKSHMI
JKPAPER
JKTYRE
JMA
JMCPROJECT
JMFINANCIL
JOCIL
JPASSOCIAT
JPINFRATEC
JPPOWER
JSL
JSLHISAR
JSWENERGY
JSWHL
JSWISPL
JSWSTEEL
JTEKTINDIA
JUBLFOOD
JUBLINDS
JUBLPHARMA
JUMPNET
JUNIORBEES
JUSTDIAL
JYOTHYLAB
KABRAEXTRU
KAJARIACER
KAKATCEM
KALPATPOWR
KALYANKJIL
KAMATHOTEL
KAMDHENU
KANANIIND
KANPRPLA
KANSAINER
KARDA
KARURVYSYA
KAUSHALYA
KAYA
KCP
KCPSUGIND
KDDL
KEC
KECL
KEERTI
KEI
KELLTONTEC
KENNAMET
KESORAMIND
KEYFINSERV
KHADIM
KHAICHEM
KHANDSE
KICL
KILITCH
KINGFA
KIOCL
KIRIINDUS
KIRLFER
KIRLOSBROS
KIRLOSENG
KIRLOSIND
KITEX
KKCL
KMSUGAR
KNRCON
KOKUYOCMLN
KOLTEPATIL
KOPRAN
KOTAKBANK
KOTAKBKETF
KOTAKGOLD
KOTAKIT
KOTAKNIFTY
KOTAKNV20
KOTAKPSUBK
KOTARISUG
KOTHARIPET
KOTHARIPRO
KPITTECH
KPRMILL
KRBL
KREBSBIO
KRIDHANINF
KRISHANA
KSB
KSCL
KSL
KTKBANK
KUANTUM
L&TFH
LALPATHLAB
LAMBODHARA
LAOPALA
LASA
LAURUSLABS
LAXMIMACH
LEMONTREE
LFIC
LGBBROSLTD
LIBERTSHOE
LICHSGFIN
LICNETFGSC
LICNETFN50
LICNETFSEN
LICNFNHGP
LIKHITHA
LINCOLN
LINCPEN
LINDEINDIA
LIQUIDBEES
LIQUIDETF
LOTUSEYE
LOVABLE
LT
LTI
LTTS
LUMAXIND
LUMAXTECH
LUPIN
LUXIND
LXCHEM
LYPSAGEMS
M&M
M&MFIN
M100
M50
MAANALU
MADHAV
MAESGETF
MAGADSUGAR
MAGMA
MAHABANK
MAHASTEEL
MAHEPC
MAHESHWARI
MAHINDCIE
MAHLIFE
MAHLOG
MAHSCOOTER
MAHSEAMLES
MAITHANALL
MALUPAPER
MAN50ETF
MANAKALUCO
MANAKCOAT
MANAKSIA
MANAKSTEEL
MANALIPETC
MANAPPURAM
MANGALAM
MANGCHEFER
MANGLMCEM
MANGTIMBER
MANINDS
MANINFRA
MANUGRAPH
MANXT50
MARATHON
MARICO
MARINE
MARKSANS
MARUTI
MASFIN
MASTEK
MATRIMONY
MAWANASUG
MAXHEALTH
MAXIND
MAXVIL
MAYURUNIQ
MAZDA
MAZDOCK
MBLINFRA
MCDHOLDING
MCDOWELL-N
MCL
MCLEODRUSS
MCX
MEGASOFT
MEGH
MENONBE
MEP
METROPOLIS
MFSL
MGEL
MGL
MHRIL
MIDHANI
MINDACORP
MINDAIND
MINDTECK
MINDTREE
MIRZAINT
MITTAL
MMFL
MMP
MMTC
MOHITIND
MOIL
MOLDTECH
MOLDTKPAC
MONTECARLO
MORARJEE
MOREPENLAB
MOTHERSUMI
MOTILALOFS
MOTOGENFIN
MPHASIS
MPSLTD
MRF
MRPL
MSPL
MSTCLTD
MTARTECH
MTEDUCARE
MTNL
MUKANDENGG
MUKANDLTD
MUKTAARTS
MUNJALAU
MUNJALSHOW
MURUDCERA
MUTHOOTCAP
MUTHOOTFIN
N100
NACLIND
NAGREEKCAP
NAGREEKEXP
NAHARCAP
NAHARINDUS
NAHARPOLY
NAHARSPING
NAM-INDIA
NATCOPHARM
NATHBIOGEN
NATIONALUM
NAUKRI
NAVINFLUOR
NAVKARCORP
NAVNETEDUL
NAZARA
NBCC
NBIFIN
NBVENTURES
NCC
NCLIND
NCPSESDL24
NDGL
NDL
NDRAUTO
NDTV
NECCLTD
NECLIFE
NELCAST
NELCO
NEOGEN
NESCO
NESTLEIND
NETF
NETFCONSUM
NETFDIVOPP
NETFIT
NETFLTGILT
NETFMID150
NETFNIF100
NETFNV20
NETFSDL26
NETWORK18
NEULANDLAB
NEWGEN
NEXTMEDIA
NFL
NH
NHPC
NIACL
NIBL
NIFTYBEES
NIITLTD
NILKAMAL
NIPPOBATRY
NIRAJ
NITCO
NITINSPIN
NKIND
NLCINDIA
NMDC
NOCIL
NORBTEAEXP
NOVARTIND
NPBET
NRAIL
NRBBEARING
NSIL
NTL
NTPC
NUCLEUS
NURECA
NXTDIGITAL
OAL
OBEROIRLTY
OCCL
OFSS
OIL
OLECTRA
OMAXAUTO
OMAXE
OMINFRAL
ONEPOINT
ONGC
ONMOBILE
ONWARDTEC
OPTIEMUS
ORBTEXP
ORIENTABRA
ORIENTALTL
ORIENTBELL
ORIENTCEM
ORIENTELEC
ORIENTHOT
ORIENTLTD
ORIENTPPR
ORIENTREF
ORISSAMINE
OSWALAGRO
PAGEIND
PAISALO
PALASHSECU
PANACEABIO
PANACHE
PANAMAPET
PARACABLES
PARAGMILK
PATELENG
PATINTLOG
PATSPINLTD
PCJEWELLER
PDMJEPAPER
PDSMFL
PEARLPOLY
PEL
PENIND
PENINLAND
PERSISTENT
PETRONET
PFC
PFIZER
PFOCUS
PFS
PGHH
PGHL
PGIL
PHILIPCARB
PHOENIXLTD
PIDILITIND
PIIND
PILANIINVS
PILITA
PIONDIST
PIONEEREMB
PITTIENG
PLASTIBLEN
PNB
PNBGILTS
PNBHOUSING
PNCINFRA
PODDARMENT
POKARNA
POLYCAB
POLYMED
POLYPLEX
PONNIERODE
POWERGRID
POWERINDIA
POWERMECH
PPAP
PPL
PRABHAT
PRAENG
PRAJIND
PRAKASH
PRAKASHSTL
PRECAM
PRECOT
PRECWIRE
PREMIERPOL
PRESSMN
PRESTIGE
PRICOLLTD
PRINCEPIPE
PRIVISCL
PROZONINTU
PRSMJOHNSN
PSB
PSPPROJECT
PSUBNKBEES
PTC
PTL
PUNJABCHEM
PURVA
PVR
QGOLDHALF
QNIFTY
QUESS
QUICKHEAL
RADICO
RADIOCITY
RAILTEL
RAIN
RAJESHEXPO
RAJRATAN
RAJTV
RALLIS
RAMANEWS
RAMCOCEM
RAMCOIND
RAMCOSYS
RAMKY
RANASUG
RANEENGINE
RANEHOLDIN
RATNAMANI
RAYMOND
RBL
RBLBANK
RCF
RCOM
RECLTD
REDINGTON
REFEX
RELAXO
RELCAPITAL
RELIANCE
RELIGARE
RELINFRA
REMSONSIND
RENUKA
REPCOHOME
REPL
REPRO
RESPONIND
REVATHI
RGL
RHFL
RICOAUTO
RIIL
RITES
RKDL
RKEC
RKFORGE
RML
ROHLTD
ROLTA
ROSSARI
ROSSELLIND
ROUTE
RPGLIFE
RPOWER
RPPINFRA
RPSGVENT
RSSOFTWARE
RSWM
RSYSTEMS
RTNINFRA
RTNPOWER
RUBYMILLS
RUCHI
RUCHIRA
RUPA
RUSHIL
RVHL
RVNL
SABEVENTS
SADBHAV
SADBHIN
SAFARI
SAGARDEEP
SAGCEM
SAIL
SAKAR
SAKHTISUG
SAKSOFT
SAKUMA
SALASAR
SALONA
SALSTEEL
SALZERELEC
SAMBHAAV
SANCO
SANDESH
SANDHAR
SANGHIIND
SANGHVIMOV
SANGINITA
SANOFI
SARDAEN
SAREGAMA
SARLAPOLY
SASKEN
SASTASUNDR
SATIA
SATIN
SBICARD
SBIETFIT
SBIETFPB
SBIETFQLTY
SBILIFE
SBIN
SCHAEFFLER
SCHNEIDER
SCI
SDBL
SEAMECLTD
SECURKLOUD
SELAN
SEQUENT
SESHAPAPER
SETCO
SETF10GILT
SETFGOLD
SETFNIF50
SETFNIFBK
SETFNN50
SEYAIND
SFL
SGL
SHAKTIPUMP
SHALBY
SHALPAINTS
SHANKARA
SHANTIGEAR
SHARDACROP
SHARDAMOTR
SHAREINDIA
SHARIABEES
SHEMAROO
SHIL
SHILPAMED
SHIVAMAUTO
SHIVATEX
SHK
SHOPERSTOP
SHREDIGCEM
SHREECEM
SHREEPUSHK
SHREERAMA
SHRENIK
SHREYANIND
SHREYAS
SHRIRAMCIT
SHRIRAMEPC
SHYAMCENT
SICAGEN
SICAL
SIEMENS
SIGIND
SILGO
SILINV
SIMBHALS
SIMPLEXINF
SINTERCOM
SIS
SITINET
SIYSIL
SJVN
SKFINDIA
SKIPPER
SKMEGGPROD
SMARTLINK
SMCGLOBAL
SMLISUZU
SMSLIFE
SMSPHARMA
SNOWMAN
SOBHA
SOLARA
SOLARINDS
SOMANYCERA
SONATSOFTW
SORILINFRA
SOTL
SOUTHBANK
SOUTHWEST
SPAL
SPANDANA
SPARC
SPECIALITY
SPENCERS
SPIC
SPICEJET
SPLIL
SPMLINFRA
SPTL
SPYL
SREEL
SREINFRA
SRF
SRHHYPOLTD
SRIPIPES
SRTRANSFIN
SSWL
STAR
STARCEMENT
STARPAPER
STCINDIA
STEELCITY
STEELXIND
STERTOOLS
STLTECH
STOVEKRAFT
SUBEXLTD
SUBROS
SUDARSCHEM
SUMICHEM
SUMIT
SUMMITSEC
SUNCLAYLTD
SUNDARAM
SUNDARMFIN
SUNDARMHLD
SUNDRMBRAK
SUNDRMFAST
SUNFLAG
SUNPHARMA
SUNTECK
SUNTV
SUPERHOUSE
SUPERSPIN
SUPPETRO
SUPRAJIT
SUPREMEENG
SUPREMEIND
SURANAT&P
SURYALAXMI
SURYAROSNI
SURYODAY
SUTLEJTEX
SUVEN
SUVENPHAR
SUZLON
SWANENERGY
SWARAJENG
SWELECTES
SWSOLAR
SYMPHONY
SYNGENE
TAINWALCHM
TAJGVK
TAKE
TALBROAUTO
TANLA
TARC
TARMAT
TASTYBITE
TATACHEM
TATACOFFEE
TATACOMM
TATACONSUM
TATAELXSI
TATAINVEST
TATAMETALI
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASTEEL
TATASTLBSL
TATASTLLP
TBZ
TCI
TCIDEVELOP
TCIEXP
TCIFINANCE
TCNSBRANDS
TCPLPACK
TCS
TDPOWERSYS
TEAMLEASE
TECHM
TECHNOE
TEJASNET
TERASOFT
TEXINFRA
TEXMOPIPES
TEXRAIL
TFCILTD
TGBHOTELS
THANGAMAYL
THEINVEST
THEMISMED
THERMAX
THOMASCOOK
THYROCARE
TI
TIDEWATER
TIIL
TIINDIA
TIL
TIMESGTY
TIMETECHNO
TIMKEN
TINPLATE
TIRUMALCHM
TITAN
TMRVL
TNPETRO
TNPL
TOKYOPLAST
TORNTPHARM
TORNTPOWER
TOTAL
TPLPLASTEH
TREEHOUSE
TREJHARA
TRENT
TRF
TRIDENT
TRIGYN
TRIL
TRITURBINE
TRIVENI
TTKHLTCARE
TTKPRESTIG
TTL
TV18BRDCST
TVSMOTOR
TVSSRICHAK
TVTODAY
TVVISION
TWL
UBL
UCALFUEL
UCOBANK
UFLEX
UFO
UGARSUGAR
UJJIVAN
UJJIVANSFB
ULTRACEMCO
UMANGDAIRY
UNICHEMLAB
UNIDT
UNIENTER
UNIONBANK
UNITEDTEA
UNIVCABLES
UNIVPHOTO
UPL
USHAMART
UTIAMC
UTIBANKETF
UTINEXT50
UTINIFTETF
UTISENSETF
UTISXN50
UTTAMSUGAR
V2RETAIL
VADILALIND
VAIBHAVGBL
VAKRANGEE
VALIANTORG
VARDHACRLC
VARDMNPOLY
VARROC
VASCONEQ
VASWANI
VBL
VEDL
VENKEYS
VENUSREM
VERTOZ
VESUVIUS
VETO
VGUARD
VHL
VIDHIING
VIJIFIN
VIKASECO
VIKASMCORP
VIKASPROP
VIKASWSP
VIMTALABS
VINATIORGA
VINDHYATEL
VINYLINDIA
VIPIND
VISAKAIND
VISASTEEL
VISHAL
VISHNU
VISHWARAJ
VIVIMEDLAB
VLSFINANCE
VMART
VOLTAMP
VOLTAS
VRLLOG
VSSL
VSTIND
VSTTILLERS
VTL
WABAG
WABCOINDIA
WALCHANNAG
WATERBASE
WEALTH
WEBELSOLAR
WEIZMANIND
WELCORP
WELENT
WELINV
WELSPUNIND
WENDT
WESTLIFE
WHEELS
WHIRLPOOL
WILLAMAGOR
WINDMACHIN
WIPRO
WOCKPHARMA
WONDERLA
WORTH
WSI
WSTCSTPAPR
XCHANGING
XELPMOC
XPROINDIA
YAARII
YESBANK
ZEEL
ZEELEARN
ZEEMEDIA
ZENITHEXPO
ZENSARTECH
ZENTEC
ZODIACLOTH
ZODJRDMKJ
ZOTA
ZUARI
ZYDUSWELL
AAKASH
ADANIGAS
AGARIND
ALCHEM
ALPSINDUS
AMDIND
ARCHIDPLY
ARCOTECH
ARROWGREEN
ARSHIYA
ASAL
AUTOLITIND
BALKRISHNA
BHAGYANGR
BHANDARI
BHARATWIRE
BLBLIMITED
BLKASHYAP
BSHSL
BURNPUR
CAPTRUST
CEBBCO
CELEBRITY
CESCVENT
CHROMATIC
CMICABLES
CNOVAPETRO
CREATIVEYE
DBREALTY
DCMFINSERV
DCMNVL
DIGISPICE
DQE
EASTSILK
ENERGYDEV
EUROMULTI
FCSSOFT
FLEXITUFF
GARDENSILK
GAYAHWS
GENESYS
GFLLIMITED
GLOBALVECT
GLOBE
GLOBOFFS
GOLDTECH
GREENPOWER
GTNIND
HBSL
HEMIPROP
HEXATRADEX
HINDMOTORS
HINDNATGLS
HOVS
HPL
HUBTOWN
IBULISL
IMAGICAA
IMPEXFERRO
INDOTHAI
INDOWIND
INDTERRAIN
INFRATEL
INTEGRA
IVP
JAIBALAJI
JHS
JINDALPHOT
JISLDVREQS
JMTAUTOLTD
JPOLYINVST
JUBILANT
KANORICHEM
KARMAENG
KWALITY
LGBFORGE
LIBAS
LOKESHMACH
LPDC
LSIL
LYKALABS
MACPOWER
MADHUCON
MADRASFERT
MAGNUM
MAJESCO
MARALOVER
MERCATOR
METALFORGE
MIRCELECTR
MOHOTAIND
MRO-TEK
NATNLSTEEL
NIFTYEES
NILAINFRA
NILASPACES
OMKARCHEM
OMMETALS
ONELIFECAP
ORICONENT
ORTINLABSS
PAEL
PALREDTEC
PARSVNATH
PGEL
PNC
PODDARHOUS
PRADIP
PRAXIS
PREMEXPLN
PREMIER
PRIMESECU
PROSEED
RADAAN
RAJSREESUG
RAMASTEEL
RMCL
RNAVAL
ROLLT
ROML
S&SPOWER
SABTN
SANGAMIND
SANGHVIFOR
SCAPDVR
SCHAND
SEPOWER
SETUINFRA
SHAHALLOYS
SHIVAMILLS
SHRADHA
SIRCA
SKIL
SOMICONVEY
SRPL
STEL
SUMEETINDS
SURANASOL
SUULD
TECHIN
TIJARIA
TIPSINDLTD
TOUCHWOOD
TVSELECT
UJAAS
UMESLTD
UNIVASTU
URJA
UTTAMSTL
VAISHALI
VIPCLOTHNG
VIPULLTD
VIVIDHA
ZUARIGLOB
3IINFOLTD
AAREYDRUGS
ABMINTLLTD
ABSLAMC
ADROITINFO
AIROLAM
AJOONI
AJRINFRA
AMBICAAGAR
AMIORG
ANDREWYU
ANGELONE
ANMOL
APTUS
ARIHANTCAP
AURUM
AXISBPSETF
AXISCETF
AXISHCETF
BAFNAPH
BAJAJHCARE
BARBEQUE
BHAGCHEM
BIOFILCHEM
BSLSENETFG
CARTRADE
CHEMPLASTS
CLEAN
CLSEL
COASTCORP
COFFEEDAY
COUNCODOS
CYBERMEDIA
DEEPINDS
DELPHIFX
DEVYANI
DHARAMSI
DHRUV
DIGJAMLMTD
DODLA
DSPNEWETF
EBANK
EIFFL
EQUIPPP
EXXARO
FINOPB
FOCUS
FOODSIN
GANESHBE
GANGAFORGE
GLS
GOCOLORS
GRAUWEIL
GRINFRA
HEALTHY
HINDCON
ICICICONSU
ICICIFMCG
ICICIPHARM
INCREDIBLE
INDSWFTLTD
INTLCONV
IPL
IRIS
ISGEC
JAIPURKURT
JUBLINGREA
KAPSTON
KIMS
KOVAI
KPIGLOBAL
KRITI
KRSNAA
LAGNAM
LATENTVIEW
LAXMICOT
LCCINFOTEC
LODHA
MAFANG
MAFSETF
MANORG
MARSHALL
MASPTOP50
MBAPL
MEDICAMEQ
MFL
MODISNME
MOGSEC
MOKSH
MOL
MOM100
MOM50
MON100
NAGAFERT
NETFGILT5Y
NETFPHARMA
NITIRAJ
NOIDATOLL
NUVOCO
NYKAA
ORTINLAB
PANSARI
PAR
PARAS
PASUPTAC
PAYTM
PBAINFRA
POLICYBZR
POONAWALLA
PRITIKAUTO
PVP
RAJMET
RHIM
ROLEXRINGS
RPPL
RTNINDIA
SANSERA
SAPPHIRE
SBC
SBCL
SBIETFCON
SERVOTECH
SGIL
SHYAMMETL
SHYAMTEL
SIGACHI
SIKKO
SJS
SMLT
SONACOMS
STEELCAS
STYLAMIND
SUPREMEINF
SUVIDHAA
SVPGLOB
TARAPUR
TARSONS
TATVA
TECH
TTML
UGROCAP
VIJAYA
VIKASLIFE
VINEETLAB
WINDLAS
YUKEN
ZOMATO
AGSTRA
ANANDRATHI
ASIANENE
BBETF0432
BBOX
BCONCEPTS
CMSINFO
DATAPATTNS
DCMSRIND
DOLATALGO
DSPN50ETF
DSPQ50ETF
HECPROJECT
HPAL
ICICIAUTO
ICICISILVE
JETFREIGHT
JTLINFRA
KBCGLOBAL
KOTAKALPHA
LINC
MAHKTECH
MAPMYINDIA
MEDPLUS
METROBRAND
MHLXMIRU
MONARCH
MONQ50
NETFAUTO
OILCOUNTUB
ORCHPHARMA
PCBL
RATEGAIN
SELMC
SHIVALIK
SHRIRAMPPS
SILLYMONKS
SINTEX
STARHEALTH
SUPRIYA
TEGA
TEMBO
TFL
TIRUPATIFL
UDAICEMENT
UNIINFO
UNITEDPOLY
WFL
WINPRO
YAARI
PROINDIA
GISOLUTION
SOMATEX
ARTNIRMAN
